Index	Name	Wikipedia Link	Postal Code(s)	Demonym(s)	Localities	Neighbours	Elevation
1769	Glarus Süd	https://en.m.wikipedia.org/wiki/Glarus_S%C3%BCd	8762			Glarus, Glarus Nord, Quarten (SG), Flums (SG), Mels (SG), Pfäfers (SG), Flims (GR), Laax (GR), Ilanz/Glion (GR), Andiast (GR), Waltensburg/Vuorz (GR), Breil/Brigels (GR), Trun (GR), Sumvitg (GR), Disentis/Mustér (GR), Silenen (UR), Spiringen (UR), Muotathal (SZ)	521 m (1,709 ft)
1771	Spiringen	https://en.m.wikipedia.org/wiki/Spiringen	6464			Bürglen, Glarus Süd (GL), Muotathal (SZ), Schattdorf, Unterschächen[3]	923 m (3,028 ft)
1772	Unterschächen	https://en.m.wikipedia.org/wiki/Untersch%C3%A4chen	6465			Bürglen, Muotathal (SZ), Schattdorf, Silenen, Spiringen	995 m (3,264 ft)
1773	Beckenried	https://en.m.wikipedia.org/wiki/Beckenried	6375			Buochs, Emmetten, Ennetbürgen, Gersau (SZ), Isenthal (UR), Oberdorf, Wolfenschiessen	435 m (1,427 ft)
1775	Buochs	https://en.m.wikipedia.org/wiki/Buochs	6374			Beckenried, Ennetbürgen, Gersau (SZ), Oberdorf, Stans	435 m (1,427 ft)
1777	Ennetbürgen	https://en.m.wikipedia.org/wiki/Ennetb%C3%BCrgen	6373			Beckenried, Buochs, Gersau (SZ), Lucerne (LU) Stans, Stansstad, Vitznau (LU), Weggis (LU)	435 m (1,427 ft)
1786	Glarus Nord	https://en.m.wikipedia.org/wiki/Glarus_Nord	8752, 8753, 8757, 8758, 8865–8868, 8874			Schänis (SG), Weesen (SG), Amden (SG), Quarten (SG), Glarus Süd, Glarus, Innerthal (SZ), Schübelbach (SZ), Reichenburg (SZ), Benken (SG)	437 m (1,434 ft)
1789	Netstal	https://en.m.wikipedia.org/wiki/Netstal	8754			Ennenda, Glarus, Mollis, Näfels, Riedern	464 m (1,522 ft)
1793	Littau	https://en.m.wikipedia.org/wiki/Littau	6014			Emmen, Kriens, Lucerne (Luzern), Malters, Neuenkirch	511 m (1,677 ft)
1795	Neuenkirch	https://en.m.wikipedia.org/wiki/Neuenkirch	6016,6203,6206			Emmen, Hildisrieden, Lucerne, Malters, Nottwil, Rain, Rothenburg, Ruswil, Sempach	552 m (1,811 ft)
1797	Eschenbach, Lucerne	https://en.m.wikipedia.org/wiki/Eschenbach_(Lucerne)	6274			Ballwil, Buchrain, Emmen, Hochdorf, Inwil, Rain, Rothenburg	473 m (1,552 ft)
1799	Hochdorf, Lucerne	https://en.m.wikipedia.org/wiki/Hochdorf_(Lucerne)	6280-6283			Ballwil, Eschenbach, Hohenrain, Rain, Römerswil	491 m (1,611 ft)
1801	Rothenburg, Lucerne	https://en.m.wikipedia.org/wiki/Rothenburg_(Lucerne)	6023			Emmen, Eschenbach, Neuenkirch, Rain	489 m (1,604 ft)
1807	Hergiswil	https://en.m.wikipedia.org/wiki/Hergiswil,_Nidwalden	6052			Alpnach (OW), Horw (LU), Kriens (LU), Schwarzenberg (LU), Stansstad	449 m (1,473 ft)
1808	Kriens	https://en.m.wikipedia.org/wiki/Kriens	6010-6012			Hergiswil (NW), Horw, Littau, Lucerne (Luzern), Malters, Schwarzenberg	490 m (1,610 ft)
1812	Malters	https://en.m.wikipedia.org/wiki/Malters	6102			Entlebuch, Kriens, Lucerne, Neuenkirch, Ruswil, Schwarzenberg, Werthenstein	512 m (1,680 ft)
1814	Alpnach	https://en.m.wikipedia.org/wiki/Alpnach	6055			Ennetmoos (NW), Entlebuch (LU), Hergiswil (NW), Kerns, Sarnen, Schwarzenberg (LU), Stansstad (NW)	464 m (1,522 ft)
1816	Ennetmoos	https://en.m.wikipedia.org/wiki/Ennetmoos	6372			Alpnach (OW), Dallenwil, Kerns (OW), Stans, Stansstad	521 m (1,709 ft)
1818	Stans	https://en.m.wikipedia.org/wiki/Stans	6370			Buochs, Dallenwil, Ennetbürgen, Ennetmoos, Oberdorf, Stansstad	452 m (1,483 ft)
1825	Beromünster	https://en.m.wikipedia.org/wiki/Berom%C3%BCnster	6215			Aesch, Beinwil am See (AG), Ermensee, Gunzwil, Menziken (AG), Mosen	642 m (2,106 ft)
1827	Mosen, Lucerne	https://en.m.wikipedia.org/wiki/Mosen	6295			Aesch, Altwis, Beromünster, Ermensee	458 m (1,503 ft)
1829	Eich, Switzerland	https://en.m.wikipedia.org/wiki/Eich,_Switzerland	6205			Gunzwil, Neudorf, Nottwil, Oberkirch, Schenkon, Sempach	516 m (1,693 ft)
1830	Geuensee	https://en.m.wikipedia.org/wiki/Geuensee	6232			Büron, Gunzwil, Knutwil, Rickenbach, Schenkon, Schlierbach, Sursee	507 m (1,663 ft)
1831	Menziken	https://en.m.wikipedia.org/wiki/Menziken	5737			Beinwil am See, Beromünster (LU), Burg, Gunzwil (LU), Pfeffikon (LU), Reinach, Rickenbach (LU)	544 m (1,785 ft)
1833	Rickenbach, Lucerne	https://en.m.wikipedia.org/wiki/Rickenbach,_Lucerne	6221			Burg (AG), Geuensee, Gontenschwil (AG), Gunzwil, Menziken (AG), Pfeffikon, Reinach (AG), Schlierbach, Schmiedrued (AG)	695 m (2,280 ft)
1834	Schenkon	https://en.m.wikipedia.org/wiki/Schenkon	6214			Eich, Geuensee, Gunzwil, Oberkirch, Sursee	522 m (1,713 ft)
1837	Sempach	https://en.m.wikipedia.org/wiki/Sempach	6204			Eich, Hildisrieden, Neudorf, Neuenkirch, Nottwil	513 m (1,683 ft)
1847	Birrwil	https://en.m.wikipedia.org/wiki/Birrwil	5708			Beinwil am See, Boniswil, Leutwil, Meisterschwanden, Reinach, Seengen, Zetzwil	560 m (1,840 ft)
1850	Reinach, Aargau	https://en.m.wikipedia.org/wiki/Reinach,_Aargau	5734			Beinwil am See, Birrwil, Gontenschwil, Leimbach, Menziken, Pfeffikon (LU), Rickenbach (LU), Zetzwil	528 m (1,732 ft)
1854	Boniswil	https://en.m.wikipedia.org/wiki/Boniswil	5706			Birrwil, Hallwil, Leutwil, Seengen	477 m (1,565 ft)
1857	Hallwil	https://en.m.wikipedia.org/wiki/Hallwil	5705			Boniswil, Dürrenäsch, Leutwil, Seengen, Seon	475 m (1,558 ft)
1864	Seon, Aargau	https://en.m.wikipedia.org/wiki/Seon,_Aargau	5703			Dürrenäsch, Egliswil, Gränichen, Hallwil, Lenzburg, Schafisheim, Seengen, Staufen, Teufenthal	445 m (1,460 ft)
1868	Eiken, Aargau	https://en.m.wikipedia.org/wiki/Eiken_(Switzerland)	5074			Frick, Kaisten, Münchwilen, Oeschgen, Schupfart, Sisseln	330 m (1,080 ft)
1873	Oeschgen	https://en.m.wikipedia.org/wiki/Oeschgen	5072			Eiken, Frick, Kaisten	342 m (1,122 ft)
1874	Sisseln	https://en.m.wikipedia.org/wiki/Sisseln	4334			Bad Säckingen (DE-BW), Eiken, Kaisten, Münchwilen, Murg (DE-BW), Stein	295 m (968 ft)
1875	Dürrenäsch	https://en.m.wikipedia.org/wiki/D%C3%BCrren%C3%A4sch	5724			Hallwil, Leutwil, Oberkulm, Seon, Teufenthal, Unterkulm, Zetzwil	562 m (1,844 ft)
1876	Gränichen	https://en.m.wikipedia.org/wiki/Gr%C3%A4nichen	5722			Hunzenschwil, Muhen, Oberentfelden, Schafisheim, Seon, Suhr, Teufenthal, Unterkulm	410 m (1,350 ft)
1880	Teufenthal	https://en.m.wikipedia.org/wiki/Teufenthal	5723			Dürrenäsch, Gränichen, Seon, Unterkulm	453 m (1,486 ft)
1890	Oberentfelden	https://en.m.wikipedia.org/wiki/Oberentfelden	5036	(?) Oberentfelder(in)		Gränichen, Gretzenbach (SO), Kölliken, Muhen, Schönenwerd (SO), Suhr, Unterentfelden	416 m (1,365 ft)
1891	Unterentfelden	https://en.m.wikipedia.org/wiki/Unterentfelden	5035	(?) Unterentfelder(in)		Aarau, Eppenberg-Wöschnau (SO), Oberentfelden, Schönenwerd (SO), Suhr	417 m (1,368 ft)
1893	Kienberg, Switzerland	https://en.m.wikipedia.org/wiki/Kienberg,_Switzerland	4468			Anwil (BL), Erlinsbach (AG), Obererlinsbach, Oberhof (AG), Oltingen (BL), Wittnau (AG), Wölflinswil (AG)	549 m (1,801 ft)
1897	Wittnau, Aargau	https://en.m.wikipedia.org/wiki/Wittnau	5064			Anwil (BL), Gipf-Oberfrick, Kienberg (SO), Rothenfluh (BL), Wegenstetten, Wölflinswil	411 m (1,348 ft)
1899	Eppenberg-Wöschnau	https://en.m.wikipedia.org/wiki/Eppenberg-W%C3%B6schnau	5012			Aarau (AG), Niedererlinsbach, Schönenwerd, Unterentfelden (AG)	459 m (1,506 ft)
1902	Erlinsbach, Solothurn	https://en.m.wikipedia.org/wiki/Niedererlinsbach	5015			Aarau (AG), Eppenberg-Wöschnau, Erlinsbach (AG), Kienberg, Niedergösgen, Oltingen (BL), Rohr, Schönenwerd, Stüsslingen	423 m (1,388 ft)
1903	Erlinsbach, Solothurn	https://en.m.wikipedia.org/wiki/Obererlinsbach	5015			Aarau (AG), Eppenberg-Wöschnau, Erlinsbach (AG), Kienberg, Niedergösgen, Oltingen (BL), Rohr, Schönenwerd, Stüsslingen	423 m (1,388 ft)
1905	Schupfart	https://en.m.wikipedia.org/wiki/Schupfart	4325			Eiken, Frick, Gipf-Oberfrick, Hellikon, Münchwilen, Obermumpf, Wegenstetten	457 m (1,499 ft)
1906	Wegenstetten	https://en.m.wikipedia.org/wiki/Wegenstetten	4317			Gipf-Oberfrick, Hellikon, Hemmiken (BL), Rothenfluh (BL), Schupfart, Wittnau	441 m (1,447 ft)
1908	Eiken, Aargau	https://en.m.wikipedia.org/wiki/Eiken,_Switzerland	5074			Frick, Kaisten, Münchwilen, Oeschgen, Schupfart, Sisseln	330 m (1,080 ft)
1911	Amriswil	https://en.m.wikipedia.org/wiki/Amriswil	8580 Amriswil, 8580 Biessenhofen, 8580 Hagenwil b. Amriswil, 8581 Schocherswil, 8587 Oberaach	German: Amriswiler(in)		Egnach, Erlen, Hefenhofen, Muolen (SG), Salmsach, Sommeri, Zihlschlacht-Sitterdorf	
1920	Kesswil	https://en.m.wikipedia.org/wiki/Kesswil	8593			Dozwil, Güttingen, Hagnau am Bodensee (DE-BY), Hefenhofen, Immenstaad am Bodensee (DE-BY), Sommeri, Uttwil	412 m (1,352 ft)
1924	Hefenhofen	https://en.m.wikipedia.org/wiki/Hefenhofen	8580			Amriswil, Dozwil, Kesswil, Romanshorn, Salmsach, Sommeri, Uttwil	451 m (1,480 ft)
1931	Häggenschwil	https://en.m.wikipedia.org/wiki/H%C3%A4ggenschwil	9312			Egnach (TG), Hauptwil-Gottshaus (TG), Muolen, Roggwil (TG), Waldkirch, Wittenbach, Zihlschlacht-Sitterdorf (TG)	565 m (1,854 ft)
1934	Grub, Appenzell Ausserrhoden	https://en.m.wikipedia.org/wiki/Grub,_Switzerland	9035			Eggersriet (SG), Heiden, Rehetobel	813 m (2,667 ft)
1935	Heiden, Switzerland	https://en.m.wikipedia.org/wiki/Heiden,_Switzerland	9410	(?) Heidener(in)		Eggersriet (SG), Grub, Lutzenberg, Oberegg (AI), Rehetobel, Reute, Thal (SG), Wald, Wolfhalden	
1936	Lutzenberg, Switzerland	https://en.m.wikipedia.org/wiki/Lutzenberg	9426			Eggersriet (SG), Heiden, Rheineck (SG), Rorschacherberg (SG), Sankt Margrethen (SG), Thal (SG), Walzenhausen, Wolfhalden	538 m (1,765 ft)
1937	Rehetobel	https://en.m.wikipedia.org/wiki/Rehetobel	9038			Eggersriet (SG), Grub, Heiden, Speicher, Trogen, Wald	958 m (3,143 ft)
1938	Rorschacherberg	https://en.m.wikipedia.org/wiki/Rorschacherberg	9404			Eggersriet, Goldach, Horn (TG), Lutzenberg (AR), Rorschach, Thal, Untereggen	570 m (1,870 ft)
1941	Berg, St. Gallen	https://en.m.wikipedia.org/wiki/Berg,_St._Gallen	9305			Arbon (TG), Mörschwil, Roggwil (TG), Steinach, Wittenbach	500 m (1,600 ft)
1942	Goldach	https://en.m.wikipedia.org/wiki/Goldach	9403			Horn (TG), Mörschwil, Rorschach, Rorschacherberg, Tübach, Untereggen	450 m (1,480 ft)
1943	Steinach, St. Gallen	https://en.m.wikipedia.org/wiki/Steinach,_Switzerland	9323			Arbon (TG), Berg, Horn (TG), Kressbronn am Bodensee (DE-BW), Langenargen (DE-BW), Mörschwil, Nonnenhorn (DE-BY), Tübach	400 m (1,300 ft)
1944	Tübach	https://en.m.wikipedia.org/wiki/T%C3%BCbach	9327			Goldach, Horn (TG), Mörschwil, Steinach	415 m (1,362 ft)
1947	Bühler	https://en.m.wikipedia.org/wiki/B%C3%BChler	9055			Gais, Schlatt-Haslen (AI), Speicher, Teufen, Trogen	828 m (2,717 ft)
1950	Trogen	https://en.m.wikipedia.org/wiki/Trogen	9043			Altstätten (SG), Bühler, Gais, Oberegg (AI), Rehetobel, Speicher, Wald	903 m (2,963 ft)
1956	Roggwil, Thurgau	https://en.m.wikipedia.org/wiki/Roggwil,_Thurgau	9325			Arbon, Berg (SG), Egnach, Häggenschwil (SG), Wittenbach (SG)	440 m (1,440 ft)
1957	Buchs, St. Gallen	https://en.m.wikipedia.org/wiki/Buchs,_St._Gallen	9470			Eschen (LI), Gams, Grabs, Schaan (LI), Sennwald, Sevelen, Vaduz (LI)	448 m (1,470 ft)
1959	Sevelen	https://en.m.wikipedia.org/wiki/Sevelen	9475			Buchs, Grabs, Triesen (LI), Vaduz (LI), Walenstadt, Wartau	460 m (1,510 ft)
1963	Wartau	https://en.m.wikipedia.org/wiki/Wartau	9476-9479			Balzers (LI), Flums, Mels, Sargans, Sevelen, Triesen (LI), Walenstadt	468 m (1,535 ft)
1964	Mitlödi	https://en.m.wikipedia.org/wiki/Mitl%C3%B6di					504 m (1,654 ft)
1969	Matt, Switzerland	https://en.m.wikipedia.org/wiki/Matt,_Switzerland					831 m (2,726 ft)
1970	Mels	https://en.m.wikipedia.org/wiki/Mels	8887			Bad Ragaz, Fläsch (GR), Flums, Glarus Süd (GL), Pfäfers, Sargans, Vilters-Wangs, Wartau	500 m (1,600 ft)
1974	Altstätten	https://en.m.wikipedia.org/wiki/Altst%C3%A4tten	9450	German: Altstätter(in)		Eichberg, Feldkirch (AT-8), Gais (AR), Marbach, Oberegg (AI), Oberriet, Ruggell (LI), Rüte (AI), Rüthi, Sennwald, Trogen (AR)	
1980	Muolen	https://en.m.wikipedia.org/wiki/Muolen	9313			Amriswil (TG), Egnach (TG), Häggenschwil, Hauptwil-Gottshaus (TG), Zihlschlacht-Sitterdorf (TG)	490 m (1,610 ft)
1985	Isenthal	https://en.m.wikipedia.org/wiki/Isenthal	6461			Attinghausen, Bauen, Beckenried (NW), Emmetten (NW), Engelberg (OW), Flüelen, Seedorf, Seelisberg, Wolfenschiessen (NW)	771 m (2,530 ft)
1987	Bauen	https://en.m.wikipedia.org/wiki/Bauen	6466			Flüelen, Isenthal, Seelisberg, Sisikon	436 m (1,430 ft)
1994	Flüelen	https://en.m.wikipedia.org/wiki/Fl%C3%BCelen	6454			Altdorf, Bauen, Bürglen, Isenthal, Seedorf, Sisikon	435 m (1,427 ft)
1995	Altdorf, Uri	https://en.m.wikipedia.org/wiki/Altdorf,_Uri	6460	German: Altdorfer(in)		Attinghausen, Bürglen, Flüelen, Seedorf	
1996	Attinghausen	https://en.m.wikipedia.org/wiki/Attinghausen	6468			Altdorf, Bürglen, Engelberg (OW), Erstfeld, Isenthal, Schattdorf, Seedorf, Wassen	469 m (1,539 ft)
1998	Schattdorf	https://en.m.wikipedia.org/wiki/Schattdorf	6467			Attinghausen, Bürglen, Erstfeld, Silenen, Spiringen, Unterschächen	481 m (1,578 ft)
2003	Pfäfers	https://en.m.wikipedia.org/wiki/Pf%C3%A4fers	7312			Bad Ragaz, Felsberg (GR), Flims (GR), Glarus Süd (GL), Haldenstein (GR), Mastrils (GR), Mels, Tamins (GR), Trin (GR), Untervaz (GR)	840 m (2,760 ft)
2004	Flims	https://en.m.wikipedia.org/wiki/Flims	7017-7019			Glarus Süd (GL), Laax, Pfäfers (SG), Sagogn, Trin, Valendas, Versam	1,081 m (3,547 ft)
2005	Laax	https://en.m.wikipedia.org/wiki/Laax	7031			Glarus Süd (GL), Falera, Flims, Ruschein, Sagogn, Schluein	1,050 m (3,440 ft)
2006	Ilanz/Glion	https://en.m.wikipedia.org/wiki/Ilanz/Glion	7130			Schluein, Sagogn, Safiental, Vals, Lumnezia, Obersaxen Mundaun, Waltensburg/Vuorz, Andiast, Glarus Süd (GL)	
2007	Andiast	https://en.m.wikipedia.org/wiki/Andiast	7159			Glarus Süd (GL), Pigniu, Rueun, Waltensburg/Vuorz	1,178 m (3,865 ft)
2008	Waltensburg/Vuorz	https://en.m.wikipedia.org/wiki/Waltensburg/Vuorz	7158			Andiast, Breil/Brigels, Linthal (GL), Obersaxen, Rueun	1,003 m (3,291 ft)
2009	Breil/Brigels	https://en.m.wikipedia.org/wiki/Breil/Brigels	7165			Linthal (GL), Obersaxen, Schlans, Trun, Waltensburg/Vuorz	1,280 m (4,200 ft)
2010	Trun, Switzerland	https://en.m.wikipedia.org/wiki/Trun,_Switzerland	7166			Breil/Brigels, Linthal (GL), Obersaxen, Schlans, Sumvitg	861 m (2,825 ft)
2011	Sumvitg	https://en.m.wikipedia.org/wiki/Sumvitg	7175			Disentis/Mustér, Linthal (Canton of Glarus), Trun, Obersaxen, Lumbrein, Vrin and Medel (Lucmagn)	1,056 m (3,465 ft)
2012	Disentis	https://en.m.wikipedia.org/wiki/Disentis/Must%C3%A9r	7180			Linthal (GL), Medel (Lucmagn), Silenen (UR), Sumvitg, Tujetsch	
2013	Silenen	https://en.m.wikipedia.org/wiki/Silenen	6473 Silenen 6474 Amsteg 6475 Bristen			Disentis/Mustér (GR), Erstfeld, Gurtnellen, Linthal (GL), Schattdorf, Spiringen, Tujetsch (GR), Unterschächen	510 m (1,670 ft)
2017	Spiringen	https://en.m.wikipedia.org/wiki/Spiringen#cite_note-swtopo-3	6464			Bürglen, Glarus Süd (GL), Muotathal (SZ), Schattdorf, Unterschächen[3]	923 m (3,028 ft)
2023	Oberdorf, Nidwalden	https://en.m.wikipedia.org/wiki/Oberdorf,_Nidwalden	6370			Beckenried, Buochs, Dallenwil, Stans, Wolfenschiessen	455 m (1,493 ft)
2024	Wolfenschiessen	https://en.m.wikipedia.org/wiki/Wolfenschiessen	6386			Beckenried, Dallenwil, Engelberg (OW), Innertkirchen (BE), Isenthal (UR), Kerns (OW), Oberdorf	
2029	Riedern	https://en.m.wikipedia.org/wiki/Riedern	8750			Glarus, Netstal	529 m (1,736 ft)
2034	Nottwil	https://en.m.wikipedia.org/wiki/Nottwil	6207			Buttisholz, Eich, Neuenkirch, Oberkirch, Ruswil, Sempach	526 m (1,726 ft)
2035	Ruswil	https://en.m.wikipedia.org/wiki/Ruswil	6017,6019			Buttisholz, Malters, Menznau, Neuenkirch, Nottwil, Werthenstein, Wolhusen	634 m (2,080 ft)
2039	Schwarzenberg, Switzerland	https://en.m.wikipedia.org/wiki/Schwarzenberg,_Switzerland	6103			Alpnach (OW), Entlebuch, Hergiswil (NW), Kriens, Malters, Werthenstein	823 m (2,700 ft)
2042	Entlebuch	https://en.m.wikipedia.org/wiki/Entlebuch	6160-6162-6163			Doppleschwand, Hasle, Malters, Schwarzenberg, Werthenstein, Wolhusen, Alpnach(OW), Sarnen(OW)	723 m (2,372 ft)
2045	Werthenstein	https://en.m.wikipedia.org/wiki/Werthenstein	6106			Entlebuch, Malters, Ruswil, Schwarzenberg, Wolhusen	585 m (1,919 ft)
2048	Kerns	https://en.m.wikipedia.org/wiki/Kerns	6064			Alpnach, Dallenwil (NW), Ennetmoos (NW), Hasliberg (BE), Innertkirchen (BE), Lungern, Sachseln, Sarnen, Wolfenschiessen (NW)	564 m (1,850 ft)
2049	Sarnen	https://en.m.wikipedia.org/wiki/Sarnen	6056 Kägiswil, 6060 Sarnen, 6060 Ramersberg, 6062 Wilen, 6063 Stalden	German: Sarner(in)		Alpnach, Entlebuch (LU), Flühli (LU), Giswil, Hasle (LU), Kerns, Sachseln	
2051	Dallenwil	https://en.m.wikipedia.org/wiki/Dallenwil	6383			Ennetmoos, Kerns (OW), Oberdorf, Stans, Wolfenschiessen	545 m (1,788 ft)
2059	Oberkirch, Switzerland	https://en.m.wikipedia.org/wiki/Oberkirch,_Switzerland	6208			Buttisholz, Eich, Grosswangen, Mauensee, Nottwil, Schenkon, Sursee	512 m (1,680 ft)
2062	Büron	https://en.m.wikipedia.org/wiki/B%C3%BCron	6233			Geuensee, Knutwil, Schlierbach, Triengen	511 m (1,677 ft)
2063	Knutwil	https://en.m.wikipedia.org/wiki/Knutwil	6212-6213			Büron, Dagmersellen, Geuensee, Mauensee, Sursee, Triengen, Winikon	541 m (1,775 ft)
2066	Schlierbach, Switzerland	https://en.m.wikipedia.org/wiki/Schlierbach,_Switzerland	6231			Büron, Geuensee, Rickenbach, Schmiedrued (AG), Triengen	697 m (2,287 ft)
2067	Sursee	https://en.m.wikipedia.org/wiki/Sursee	6210			Geuensee, Knutwil, Mauensee, Oberkirch, Schenkon	504 m (1,654 ft)
2068	Burg, Aargau	https://en.m.wikipedia.org/wiki/Burg,_Aargau	5736			Menziken, Rickenbach (LU)	622 m (2,041 ft)
2069	Pfeffikon	https://en.m.wikipedia.org/wiki/Pfeffikon	5735			Gontenschwil (AG), Menziken (AG), Reinach (AG), Rickenbach	542 m (1,778 ft)
2073	Gontenschwil	https://en.m.wikipedia.org/wiki/Gontenschwil	5728			Leimbach, Oberkulm, Pfeffikon (LU), Reinach, Rickenbach (LU), Schmiedrued, Zetzwil	531 m (1,742 ft)
2077	Schmiedrued	https://en.m.wikipedia.org/wiki/Schmiedrued	5046			Gontenschwil, Kirchleerau, Moosleerau, Oberkulm, Rickenbach (LU), Schlierbach (LU), Schlossrued, Triengen (LU)	566 m (1,857 ft)
2082	Leutwil	https://en.m.wikipedia.org/wiki/Leutwil	5725			Birrwil, Boniswil, Dürrenäsch, Hallwil, Zetzwil	613 m (2,011 ft)
2084	Zetzwil	https://en.m.wikipedia.org/wiki/Zetzwil	5732			Birrwil, Dürrenäsch, Gontenschwil, Leimbach, Leutwil, Oberkulm, Reinach	522 m (1,713 ft)
2086	Leimbach, Aargau	https://en.m.wikipedia.org/wiki/Leimbach,_Switzerland	5733			Gontenschwil, Reinach, Zetzwil	520 m (1,710 ft)
2096	Münchwilen, Aargau	https://en.m.wikipedia.org/wiki/M%C3%BCnchwilen,_Aargau	4333			Eiken, Obermumpf, Schupfart, Sisseln, Stein	342 m (1,122 ft)
2104	Stein, Aargau	https://en.m.wikipedia.org/wiki/Stein,_Aargau	4332			Bad Säckingen (DE-BW), Mumpf, Münchwilen, Obermumpf, Sisseln	299 m (981 ft)
2106	Oberkulm	https://en.m.wikipedia.org/wiki/Oberkulm	5727			Dürrenäsch, Gontenschwil, Schlossrued, Schmiedrued, Unterkulm, Zetzwil	476 m (1,562 ft)
2108	Unterkulm	https://en.m.wikipedia.org/wiki/Unterkulm	5726			Dürrenäsch, Gränichen, Hirschthal, Muhen, Oberkulm, Schlossrued, Schöftland, Teufenthal	466 m (1,529 ft)
2110	Muhen	https://en.m.wikipedia.org/wiki/Muhen	5037			Gränichen, Hirschthal, Holziken, Kölliken, Oberentfelden, Unterkulm	433 m (1,421 ft)
2115	Gretzenbach	https://en.m.wikipedia.org/wiki/Gretzenbach	5014			Däniken, Kölliken (AG), Niedergösgen, Oberentfelden (AG), Safenwil (AG), Schönenwerd, Walterswil	398 m (1,306 ft)
2116	Kölliken	https://en.m.wikipedia.org/wiki/K%C3%B6lliken	5742			Gretzenbach (SO), Holziken, Muhen, Oberentfelden, Safenwil, Uerkheim	430 m (1,410 ft)
2118	Schönenwerd	https://en.m.wikipedia.org/wiki/Sch%C3%B6nenwerd	5012			Eppenberg-Wöschnau, Gretzenbach, Niedererlinsbach, Niedergösgen, Oberentfelden (AG), Unterentfelden (AG)	386 m (1,266 ft)
2122	Anwil	https://en.m.wikipedia.org/wiki/Anwil	4469			Kienberg (SO), Oltingen, Rothenfluh, Wenslingen, Wittnau (AG)	315 m (1,033 ft)
2124	Oltingen	https://en.m.wikipedia.org/wiki/Oltingen	4494			Anwil, Kienberg (SO), Obererlinsbach (SO), Rohr (SO), Rothenfluh, Wenslingen, Zeglingen	576 m (1,890 ft)
2127	Rothenfluh	https://en.m.wikipedia.org/wiki/Rothenfluh	4467			Anwil, Hemmiken, Oltingen, Ormalingen, Wegenstetten (AG), Wenslingen, Wittnau (AG)	471 m (1,545 ft)
2131	Niedergösgen	https://en.m.wikipedia.org/wiki/Niederg%C3%B6sgen	5013			Däniken, Gretzenbach, Lostorf, Niedererlinsbach, Obergösgen, Schönenwerd, Stüsslingen	377 m (1,237 ft)
2133	Rohr, Solothurn	https://en.m.wikipedia.org/wiki/Rohr,_Solothurn	4655			Lostorf, Obererlinsbach, Oltingen (BL), Stüsslingen, Zeglingen (BL)	578 m (1,896 ft)
2135	Stüsslingen	https://en.m.wikipedia.org/wiki/St%C3%BCsslingen	4655			Lostorf, Niedererlinsbach, Niedergösgen, Obererlinsbach, Rohr	465 m (1,526 ft)
2142	Hellikon	https://en.m.wikipedia.org/wiki/Hellikon	4316			Hemiken (BL), Buus (BL), Zuzgen, Obermumpf, Schupfahrt, Weggenstetten	423 m (1,388 ft)
2144	Obermumpf	https://en.m.wikipedia.org/wiki/Obermumpf	4234			Hellikon, Mumpf, Münchwilen, Schupfart, Stein, Zuzgen	377 m (1,237 ft)
2147	Hemmiken	https://en.m.wikipedia.org/wiki/Hemmiken	4465			Buus, Hellikon (AG), Ormalingen, Rothenfluh, Wegenstetten (AG)	497 m (1,631 ft)
2150	Egnach	https://en.m.wikipedia.org/wiki/Egnach	9322			Amriswil, Arbon, Eriskirch (DE-BW), Friedrichshafen (DE-BW), Häggenschwil (SG), Muolen (SG), Roggwil, Salmsach	408 m (1,339 ft)
2153	Salmsach	https://en.m.wikipedia.org/wiki/Salmsach	8599			Amriswil, Egnach, Friedrichshafen (DE-BY), Hefenhofen, Romanshorn	400 m (1,300 ft)
2154	Dozwil	https://en.m.wikipedia.org/wiki/Dozwil	8582			Hefenhofen, Kesswil, Uttwil	465 m (1,526 ft)
2156	Uttwil	https://en.m.wikipedia.org/wiki/Uttwil	8592			Dozwil, Friedrichshafen (DE-BY), Hefenhofen, Immenstaad am Bodensee (DE-BY), Kesswil, Romanshorn	419 m (1,375 ft)
2158	Romanshorn	https://en.m.wikipedia.org/wiki/Romanshorn	8590			Friedrichshafen (DE-BW), Hefenhofen, Immenstaad am Bodensee (DE-BW), Salmsach, Uttwil	406 m (1,332 ft)
2167	Oberegg District	https://en.m.wikipedia.org/wiki/Oberegg_(AI)					870 m (2,850 ft)
2169	Reute	https://en.m.wikipedia.org/wiki/Reute	9411			Balgach (SG), Heiden, Marbach (SG), Oberegg (AI), Rebstein (SG)	721 m (2,365 ft)
2170	Thal, St. Gallen	https://en.m.wikipedia.org/wiki/Thal,_St._Gallen	9425			Fußach (AT-8), Gaißau (AT-8), Heiden (AR), Höchst (AT-8), Horn (TG), Lutzenberg (AR), Nonnenhorn (DE-BY), Rheineck, Rorschacherberg, Wasserburg (Bodensee) (DE-BY), Wolfhalden (AR)	415 m (1,362 ft)
2171	Wald, Appenzell Ausserrhoden	https://en.m.wikipedia.org/wiki/Wald,_Appenzell	9044			Heiden, Oberegg (AI), Rehetobel, Trogen	962 m (3,156 ft)
2172	Wolfhalden	https://en.m.wikipedia.org/wiki/Wolfhalden	9427	(?) Wolfhaldner(in)		Heiden, Lutzenberg, Oberegg (AI), Thal (SG), Walzenhausen	716 m (2,349 ft)
